0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.331507110595703125e+01,4.397574234008789062e+01,8.525047302246093750e+00,9.905962944030761719e+00,3.076887369155883789e+00,5.912499904632568359e+00,1.056148338317871094e+01,1.685311913490295410e+00,8.022775650024414062e+00,3.784291076660156250e+01,1.308101196289062500e+02,1.605660438537597656e+01,3.082751274108886719e+01,1.383747100830078125e+02,1.167543029785156250e+01,1.100000000000000000e+01
3.391744995117187500e+01,4.250021743774414062e+01,9.666174888610839844e+00,1.012764358520507812e+01,2.855219841003417969e+00,5.799560070037841797e+00,1.067026710510253906e+01,1.548392653465270996e+00,7.850931644439697266e+00,3.636247634887695312e+01,1.318339691162109375e+02,1.614035224914550781e+01,2.810865211486816406e+01,1.417595825195312500e+02,1.097267627716064453e+01,1.100000000000000000e+01
3.444577789306640625e+01,4.242138290405273438e+01,8.989010810852050781e+00,1.012906551361083984e+01,2.621807098388671875e+00,5.642843723297119141e+00,1.101061439514160156e+01,1.293365955352783203e+00,7.829842090606689453e+00,3.641581344604492188e+01,1.319493408203125000e+02,1.627740478515625000e+01,2.892643737792968750e+01,1.412786865234375000e+02,1.131838703155517578e+01,1.100000000000000000e+01
3.469766235351562500e+01,4.293962478637695312e+01,8.817692756652832031e+00,9.734206199645996094e+00,2.824347257614135742e+00,5.481966495513916016e+00,1.073758697509765625e+01,1.619878292083740234e+00,7.727259159088134766e+00,3.707283782958984375e+01,1.315430297851562500e+02,1.601233863830566406e+01,2.977132987976074219e+01,1.400982055664062500e+02,1.124171924591064453e+01,1.100000000000000000e+01
3.394221496582031250e+01,4.261502456665039062e+01,1.000883579254150391e+01,9.952621459960937500e+00,2.665315151214599609e+00,5.573133468627929688e+00,1.082618427276611328e+01,1.430682778358459473e+00,7.849896430969238281e+00,3.647389221191406250e+01,1.322030487060546875e+02,1.568662834167480469e+01,3.041207313537597656e+01,1.388909301757812500e+02,1.140446853637695312e+01,1.100000000000000000e+01
3.362872695922851562e+01,4.319412612915039062e+01,1.082131481170654297e+01,9.631214141845703125e+00,2.924894809722900391e+00,5.500213623046875000e+00,1.067665958404541016e+01,1.579753637313842773e+00,7.833179473876953125e+00,3.738994216918945312e+01,1.316050109863281250e+02,1.600308609008789062e+01,2.985475540161132812e+01,1.401913452148437500e+02,1.139929008483886719e+01,1.100000000000000000e+01
3.457513809204101562e+01,4.270215225219726562e+01,9.409622192382812500e+00,9.611351013183593750e+00,2.766159296035766602e+00,5.367996692657470703e+00,1.030073451995849609e+01,1.278307676315307617e+00,7.760255336761474609e+00,3.598122406005859375e+01,1.329399414062500000e+02,1.588162994384765625e+01,2.917463874816894531e+01,1.409089355468750000e+02,1.147777175903320312e+01,1.100000000000000000e+01
3.430571365356445312e+01,4.342208862304687500e+01,9.431268692016601562e+00,9.616394996643066406e+00,2.763843536376953125e+00,5.452435493469238281e+00,1.040810203552246094e+01,1.437960624694824219e+00,7.669630527496337891e+00,3.675762557983398438e+01,1.317577972412109375e+02,1.595501327514648438e+01,3.011843872070312500e+01,1.401582489013671875e+02,1.131411838531494141e+01,1.100000000000000000e+01
3.443384170532226562e+01,4.299539184570312500e+01,9.147006034851074219e+00,9.782740592956542969e+00,2.844362020492553711e+00,5.719501018524169922e+00,1.073126983642578125e+01,1.490910530090332031e+00,7.904597759246826172e+00,3.778512954711914062e+01,1.313273468017578125e+02,1.594894695281982422e+01,2.903894233703613281e+01,1.415737762451171875e+02,1.113708782196044922e+01,1.100000000000000000e+01
3.528347396850585938e+01,4.214289855957031250e+01,8.039525032043457031e+00,1.019629859924316406e+01,2.462332725524902344e+00,5.542898178100585938e+00,1.132123184204101562e+01,1.306112527847290039e+00,7.879660606384277344e+00,3.825929641723632812e+01,1.308740081787109375e+02,1.587150382995605469e+01,3.200260925292968750e+01,1.383507385253906250e+02,1.155813598632812500e+01,1.100000000000000000e+01
3.505792617797851562e+01,4.212600326538085938e+01,8.131357192993164062e+00,9.871013641357421875e+00,2.542191982269287109e+00,5.558890342712402344e+00,1.072663116455078125e+01,1.483899235725402832e+00,7.840954303741455078e+00,3.657500457763671875e+01,1.321738281250000000e+02,1.592025756835937500e+01,2.959262275695800781e+01,1.408698883056640625e+02,1.124060726165771484e+01,1.100000000000000000e+01
3.440091705322265625e+01,4.271701049804687500e+01,9.526100158691406250e+00,9.813364982604980469e+00,2.496366500854492188e+00,5.411817550659179688e+00,1.084301567077636719e+01,1.268489956855773926e+00,7.680291175842285156e+00,3.571064758300781250e+01,1.331671447753906250e+02,1.555870437622070312e+01,2.963041687011718750e+01,1.403165740966796875e+02,1.126687335968017578e+01,1.100000000000000000e+01
3.452320861816406250e+01,4.262559509277343750e+01,9.302775382995605469e+00,9.694691658020019531e+00,2.646005392074584961e+00,5.461593627929687500e+00,1.063781070709228516e+01,1.339219570159912109e+00,7.727941989898681641e+00,3.548381805419921875e+01,1.334659729003906250e+02,1.560953044891357422e+01,2.926174163818359375e+01,1.409993133544921875e+02,1.115963840484619141e+01,1.100000000000000000e+01
3.464187240600585938e+01,4.314216232299804688e+01,9.748288154602050781e+00,9.494398117065429688e+00,2.720593452453613281e+00,5.430124759674072266e+00,1.051810455322265625e+01,1.334829688072204590e+00,7.731352806091308594e+00,3.592665481567382812e+01,1.331173095703125000e+02,1.551684761047363281e+01,2.990958595275878906e+01,1.401284027099609375e+02,1.142798423767089844e+01,1.100000000000000000e+01
3.449475097656250000e+01,4.328522872924804688e+01,8.765560150146484375e+00,9.405766487121582031e+00,2.998743534088134766e+00,5.522684097290039062e+00,1.028565883636474609e+01,1.550309181213378906e+00,7.637939929962158203e+00,3.713224792480468750e+01,1.316212615966796875e+02,1.567481613159179688e+01,3.105424499511718750e+01,1.385301513671875000e+02,1.133510684967041016e+01,1.100000000000000000e+01
3.412638473510742188e+01,4.301785659790039062e+01,7.961431980133056641e+00,9.648406982421875000e+00,2.751223325729370117e+00,5.354446411132812500e+00,1.056029033660888672e+01,1.205269932746887207e+00,7.553641319274902344e+00,3.615830230712890625e+01,1.326513977050781250e+02,1.553471469879150391e+01,3.099909973144531250e+01,1.384969940185546875e+02,1.152922534942626953e+01,1.100000000000000000e+01
3.416966629028320312e+01,4.312808609008789062e+01,9.661172866821289062e+00,9.476576805114746094e+00,2.871369600296020508e+00,5.313379287719726562e+00,9.955636978149414062e+00,1.253571629524230957e+00,7.615000724792480469e+00,3.510955429077148438e+01,1.334374389648437500e+02,1.562913322448730469e+01,3.068810081481933594e+01,1.387670745849609375e+02,1.142690181732177734e+01,1.100000000000000000e+01
3.389252471923828125e+01,4.321480178833007812e+01,9.518552780151367188e+00,9.360280990600585938e+00,2.938440322875976562e+00,5.694153785705566406e+00,1.006664943695068359e+01,1.511113405227661133e+00,7.903610706329345703e+00,3.667673110961914062e+01,1.320897521972656250e+02,1.598494625091552734e+01,3.154609680175781250e+01,1.384094848632812500e+02,1.168666934967041016e+01,1.100000000000000000e+01
3.404098129272460938e+01,4.364633560180664062e+01,8.924225807189941406e+00,9.390852928161621094e+00,2.848050117492675781e+00,5.401490688323974609e+00,9.911964416503906250e+00,1.167227983474731445e+00,7.700429916381835938e+00,3.592483901977539062e+01,1.324268341064453125e+02,1.587677097320556641e+01,3.098944854736328125e+01,1.387004089355468750e+02,1.159302806854248047e+01,1.100000000000000000e+01
3.504188156127929688e+01,4.305521392822265625e+01,9.156734466552734375e+00,9.241202354431152344e+00,2.637534141540527344e+00,5.151198863983154297e+00,9.669900894165039062e+00,1.193429231643676758e+00,7.672220230102539062e+00,3.509939956665039062e+01,1.334005432128906250e+02,1.565983104705810547e+01,3.089344406127929688e+01,1.387252502441406250e+02,1.163875007629394531e+01,1.100000000000000000e+01
3.431585693359375000e+01,4.356960296630859375e+01,9.112678527832031250e+00,9.440335273742675781e+00,2.939635992050170898e+00,5.447885990142822266e+00,1.008512401580810547e+01,1.350879669189453125e+00,7.680722236633300781e+00,3.656540298461914062e+01,1.320214843750000000e+02,1.595005035400390625e+01,3.071822166442871094e+01,1.393576354980468750e+02,1.161097908020019531e+01,1.100000000000000000e+01
3.460803604125976562e+01,4.351148986816406250e+01,8.518718719482421875e+00,9.514055252075195312e+00,2.762164592742919922e+00,5.468726634979248047e+00,1.021262645721435547e+01,1.474798321723937988e+00,7.900613784790039062e+00,3.626914978027343750e+01,1.324157257080078125e+02,1.598713111877441406e+01,3.188358306884765625e+01,1.380682373046875000e+02,1.195398616790771484e+01,1.100000000000000000e+01
3.470177078247070312e+01,4.352204895019531250e+01,7.393574237823486328e+00,9.392165184020996094e+00,2.799195528030395508e+00,5.397504806518554688e+00,1.013166236877441406e+01,1.416996479034423828e+00,7.781921386718750000e+00,3.720052719116210938e+01,1.311713867187500000e+02,1.612496185302734375e+01,3.143640899658203125e+01,1.384533691406250000e+02,1.168738174438476562e+01,1.100000000000000000e+01
3.531447601318359375e+01,4.322768402099609375e+01,7.852421760559082031e+00,9.334475517272949219e+00,2.796288490295410156e+00,5.310078620910644531e+00,1.008140087127685547e+01,1.377236485481262207e+00,7.659205436706542969e+00,3.776882171630859375e+01,1.306495666503906250e+02,1.606671142578125000e+01,3.202896118164062500e+01,1.377979583740234375e+02,1.168002605438232422e+01,1.100000000000000000e+01
3.485000991821289062e+01,4.310526657104492188e+01,7.012211799621582031e+00,9.618269920349121094e+00,2.816451072692871094e+00,5.452310562133789062e+00,1.042120933532714844e+01,1.234193325042724609e+00,7.738398551940917969e+00,3.759733581542968750e+01,1.310092163085937500e+02,1.588846588134765625e+01,3.216310882568359375e+01,1.376441345214843750e+02,1.170328521728515625e+01,1.100000000000000000e+01
3.335698699951171875e+01,4.363418579101562500e+01,9.605423927307128906e+00,9.257629394531250000e+00,2.855805873870849609e+00,5.403745174407958984e+00,9.672980308532714844e+00,1.342270374298095703e+00,7.608739852905273438e+00,3.609169769287109375e+01,1.322548217773437500e+02,1.605518150329589844e+01,2.933300209045410156e+01,1.410438842773437500e+02,1.143600177764892578e+01,1.100000000000000000e+01
3.443614196777343750e+01,4.335406875610351562e+01,8.966083526611328125e+00,9.450606346130371094e+00,2.802828073501586914e+00,5.316489219665527344e+00,9.774797439575195312e+00,1.546394109725952148e+00,7.796430587768554688e+00,3.613561248779296875e+01,1.326002807617187500e+02,1.593668651580810547e+01,3.113188552856445312e+01,1.390764465332031250e+02,1.179744148254394531e+01,1.100000000000000000e+01
3.365026473999023438e+01,4.384849166870117188e+01,8.903548240661621094e+00,9.517039299011230469e+00,2.819097518920898438e+00,5.479554176330566406e+00,1.004756736755371094e+01,1.450154662132263184e+00,7.742440223693847656e+00,3.688941574096679688e+01,1.315665893554687500e+02,1.595777606964111328e+01,3.139585113525390625e+01,1.383890075683593750e+02,1.166050338745117188e+01,1.100000000000000000e+01
3.454858398437500000e+01,4.324342346191406250e+01,8.597636222839355469e+00,9.458478927612304688e+00,2.746645927429199219e+00,5.328158855438232422e+00,9.937602043151855469e+00,1.245406031608581543e+00,7.683738708496093750e+00,3.646401214599609375e+01,1.321516113281250000e+02,1.588650894165039062e+01,3.065209770202636719e+01,1.395420379638671875e+02,1.158623695373535156e+01,1.100000000000000000e+01
3.472556686401367188e+01,4.313843917846679688e+01,9.559453010559082031e+00,9.450209617614746094e+00,2.781435251235961914e+00,5.244874954223632812e+00,9.934010505676269531e+00,1.305554628372192383e+00,7.672214031219482422e+00,3.545851898193359375e+01,1.331463928222656250e+02,1.582202911376953125e+01,3.017212867736816406e+01,1.397885284423828125e+02,1.155413341522216797e+01,1.100000000000000000e+01
